permno,date,nameendt,exchcd,ncusip,ticker,comnam,tsymbol,trdstat,secstat,permco,hsiccd,cusip,dlstcd,hsicmg,hsicig,acperm,accomp
65832,5/31/1990,,1,00162910,BMD,A L LABS INC,,A,R,20007,2834,02081310,,,,,
65832,3/31/1995,,1,00162910,ALO,A L PHARMA INC,,A,R,20007,2834,02081310,,,,,
76554,1/31/1992,,3,02127410,AHSI,A L T A HEALTH STRATEGIES INC,AHSI,A,R,10821,6410,02127410,,,,,
10363,3/31/2016,,3,00163U10,AMAG,A M A G PHARMACEUTICALS INC,AMAG,A,R,8284,2834,00163U10,,,,,
83350,8/30/2002,,3,00198410,AMFC,A M B FINANCIAL CORP,AMFC,A,R,14487,6030,00198410,,,,,
85592,6/30/2009,,1,00163T10,AMB,A M B PROPERTY CORP,AMB,A,R,32135,6798,74340W10,,,,,
65453,6/28/1985,,1,00164010,AIL,A M C A INTERNATIONAL LTD,,A,R,20008,3448,90991410,,,,,
78226,2/29/1984,,3,02337010,AMCIF,A M C A RESOURCES LTD,AMCIF,A,R,202,,02337010,,,,,
14328,3/31/2016,,1,00165C10,AMC,A M C ENTERTAINMENT HOLDINGS INC,AMC,A,R,54665,7832,00165C10,,,,,
66413,1/30/1987,,2,00166910,AEN,A M C ENTERTAINMENT INC,,A,R,6301,7832,00166910,,,,,
12880,10/31/2016,,3,00164V10,AMCX,A M C NETWORKS INC,AMCX,A,R,53816,9999,00164V10,,,,,
10314,8/31/1987,,3,00167410,AMCI,A M COMMUNICATIONS INC,AMCI,A,R,255,1790,00167410,,,,,
89148,8/31/2005,,2,00167K40,ADL,A M D L INC,ADL,A,R,42119,8731,75034110,,,,,
11231,7/31/1987,,3,00167610,AMEA,A M E INC,AMEA,A,R,9082,7810,00167610,,,,,
56581,12/31/1991,,1,00191010,AMV,A M E V SECURITIES INC,,A,R,20013,6726,41653710,,,,,
85597,9/30/1999,,1,03113V10,PIN,A M F BOWLING INC,,A,R,32138,7948,03113V10,,,,,
10349,10/29/1982,,3,00168310,AMFI,A M F I CORP,,A,R,101,6311,00168310,,,,,
15763,7/30/1976,,1,00168810,AMF,A M F INC,,A,R,22631,3949,00168810,,39,394,,
79163,3/31/2000,,1,00169310,AFM,A M F M INC,,A,R,12125,4832,00169310,,,,,
10357,12/31/1976,,3,00171510,AMIN,A M I INDUSTRIES INC CO,,A,R,220,,00171510,,,,,
10365,9/30/1983,,3,00171910,AMIS,A M I SYSTEMS INC,AMIS,A,R,5554,3824,00171910,,,,,
18980,4/30/1992,,1,00172320,AM,A M INTERNATIONAL INC,,A,R,20009,5081,00172320,,,,,
80071,7/31/1996,,2,00172510,AM,A M INTERNATIONAL INC NEW,,A,R,30061,3555,62544010,,,,,
37591,12/31/1965,,2,,AMK,A M K CORP,,A,R,21816,2649,00173210,,,,,
82667,8/29/1997,,3,00173310,AMLJ,A M L COMMUNICATIONS INC,AMLJ,A,R,14207,3663,00173310,,,,,
80190,12/31/1997,,1,00173510,AML,A M L I RESIDENTIAL PPTYS TR,,A,R,30248,6798,00173510,,,,,
89215,1/30/2004,,1,00174410,AHS,A M N HEALTHCARE SERVICES INC,AHS,A,R,42400,8742,00174410,,,,,
27051,8/31/1989,,1,03189710,AMP,A M P INC,,A,R,23449,3643,03189710,,,,,
21020,11/30/1990,,1,00176510,AMR,A M R CORP DEL,,A,R,20010,4512,02376R10,,,,,
85523,6/30/2005,,2,00178W10,AMM,A M S HEALTH SCIENCES INC,AMM,A,R,15809,3949,00178W10,,,,,
10373,6/29/1984,,3,00178510,AMSS,A M S REALSTAR INC,AMSS,A,R,7023,7372,00178510,,,,,
82549,3/31/2003,,3,00180C10,AMXC,A M X CORP,AMXC,A,R,14133,3670,00180C10,,,,,
14532,7/31/2015,,3,00181T10,AMRK,A MARK PRECIOUS METALS INC,AMRK,A,R,54780,9999,00181T10,,,,,
76877,1/30/1998,,3,00192610,ANBC,A N B CORP,ANBC,A,R,10890,6020,00192610,,,,,
10381,9/30/1981,,3,00181210,NFCO,A N E F C O INC,,A,R,3182,8911,00181210,,,,,
86710,12/31/2002,3/26/2003,3,00181E10,ANFI,A N F I INC,ANFI,A,R,16411,6361,00181E10,,,,,
89875,9/29/2017,,3,00182C10,ANIP,A N I PHARMACEUTICALS INC,ANIP,A,R,44505,2836,00182C10,,,,,
68208,9/28/1990,,2,00183210,AOI,A O I COAL COMPANY,,A,R,20011,1221,00183210,,,,,
28716,7/31/1969,,2,00184010,AO,A O INDS INC,,A,R,23566,3069,00760310,,,,,
93091,5/29/2015,,1,00184X10,AOL,A O L INC,AOL,A,R,53258,7374,00184X10,,,,,
77418,4/30/2002,,1,00184A10,AOL,A O L TIME WARNER INC,AOL,A,R,11412,7313,88731730,,,,,
82471,11/30/1999,,3,00185E10,APAC,A P A C CUSTOMER SERVICES INC,APAC,A,R,14039,7380,00185E10,,,,,
10547,6/30/2006,1/1/2008,3,00185310,APAT,A P A ENTERPRISES INC,APAT,A,R,8458,3827,18482P10,,38,382,,
10547,5/28/2004,,3,00185310,APAT,A P A OPTICS INC,APAT,A,R,8458,3827,18482P10,,,,,
10400,2/27/1976,,3,00185510,APFE,A P F ELECTRONICS INC,,A,R,304,5081,00185510,,,,,
11861,5/31/1994,,3,39305910,APGI,A P GREEN INDUSTRIES INC,APGI,A,R,9675,3255,39305910,,,,,
11499,5/30/1986,,3,00185810,APIE,A P I ENTERPRISES INC,APIE,A,R,176,3564,12514110,,,,,
41961,8/31/1965,,2,,APW,A P I INSTRUMENTS CO,,A,R,24580,3662,00186010,,,,,
12881,7/29/2011,,3,00187E20,ATNY,A P I TECHNOLOGIES CORP,ATNY,A,R,53817,1000,00187E20,,,,,
10402,1/31/1980,,3,00186410,APIT,A P I TRUST SBI,,A,R,311,6799,00186410,,,,,
28636,10/31/1974,,1,00202410,APL,A P L CORP,,A,R,23557,2649,00202410,,,,,
65111,9/30/1996,,1,00202M10,APL,A P L LTD,,A,R,20096,6321,00202M10,,,,,
89265,2/29/2008,,3,00202H10,APPX,A P P PHARMACEUTICALS INC,APPX,A,R,42536,2834,00202H10,,,,,
81600,8/31/1995,9/14/1995,3,00202810,CPDN,A P P S DENTAL INC,CPDN,A,R,13741,6320,20449F10,,,,,
28628,10/31/1966,,2,,AP,A P PARTS CORP,,A,R,23556,3592,00199090,,,,,
11636,11/30/2011,,0,00202J20,,A P PHARMA INC,,X,X,9457,2821,42774610,,,,,
58958,3/31/1976,,3,00203010,,A P S INC,,A,R,25619,5013,00203010,,,,,
84358,9/30/2004,,1,00203R10,ATS,A P T SATELLITE HOLDINGS LTD,ATS,A,R,31811,4899,00203R10,,,,,
88414,10/31/2001,,1,G0439710,APW,A P W LTD,,A,R,37910,5065,G0439710,,,,,
79566,3/31/1994,,3,00193610,APOD,A PEA IN THE POD INC,APOD,A,R,12426,5620,00193610,,,,,
79466,1/31/1995,,3,00193410,ACOM,A PLUS COMMUNICATIONS INC,ACOM,A,R,12373,4810,00203310,,,,,
79466,3/29/1996,,3,00203310,ACOM,A PLUS NETWORK INC,ACOM,A,R,12373,4810,00203310,,,,,
92519,10/30/2009,,3,G0413610,APWR,A POWER ENERGY GENERATION SYS LT,APWR,A,R,52916,4939,G0413610,,,,,
39271,4/28/1978,,1,00204010,ARA,A R A SERVICES INC,,A,R,24376,5962,00204010,,,,,
77398,12/31/1996,,3,00204410,ARCCA,A R C CAPITAL,ARCCA,A,R,11392,3670,00753B10,,,,,
90548,11/30/2015,,1,00191G10,ARC,A R C DOCUMENTS SOLUTIONS INC,ARC,A,R,46146,7334,00191G10,,,,,
75106,6/30/1988,,1,00192010,RCM,A R C O CHEMICAL CO,,A,R,20014,5161,00192010,,,,,
14992,8/31/2016,,3,00191R10,AUMA,A R CAPITAL ACQUISITION CORP,AUMA,A,R,55067,9999,05455L10,,,,,
10445,4/30/1980,,3,00204810,ARII,A R I INDUSTRIES INC,,A,R,340,3823,00204810,,,,,
77082,8/30/2002,,0,00193020,,A R I NETWORK SERVICES INC,,X,X,11208,7372,00193020,,,,,
77317,2/28/1992,7/16/1992,2,04206520,RXM,A R M FINANCIAL CORP,,A,R,29430,8748,74991720,,,,,
85055,6/30/1997,4/27/1998,2,00194410,ARM,A R M FINANCIAL GROUP INC,,A,R,30062,6411,00194410,,,,,
85961,1/30/2004,,3,04206810,ARMHY,A R M HOLDINGS PLC,ARMHY,A,R,16058,3674,04206810,,,,,
10541,2/27/1976,1/19/1977,3,00290410,ARPC,A R P CORP,,A,R,349,2822,00290410,,28,282,,
82474,11/28/1997,1/1/2001,2,00204C10,SRS,A R V ASSISTED LIVING INC,,A,R,14061,8059,00204C10,,,,,
62500,1/30/1987,,1,00190910,ARX,A R X INC,,A,R,336,3670,00776810,,,,,
26649,2/28/2005,,1,G3156P10,ASA,A S A BERMUDA LTD,ASA,A,R,20015,6722,G3156P10,,,,,
26649,9/30/2015,,1,G3156P10,ASA,A S A GOLD & PRECIOUS METALS LTD,ASA,A,R,20015,6722,G3156P10,,,,,
10418,11/30/2000,,3,00191220,ASAA,A S A INTERNATIONAL LTD,ASAA,A,R,8336,7372,00191230,,,,,
26649,2/28/2011,,1,G3156P10,ASA,A S A LIMITED,ASA,A,R,20015,6722,G3156P10,,,,,
26649,1/31/1995,,1,00205010,ASA,A S A LTD,,A,R,20015,6722,G3156P10,,,,,
13036,4/30/2012,,3,00213T10,ASBB,A S B BANCORP INC,ASBB,A,R,53897,9999,00213T10,,,,,
81601,7/31/1996,,3,00205P10,ASBP,A S B FINANCIAL CORP OH,ASBP,A,R,13720,6030,00205P10,,,,,
84790,4/30/1998,,3,00198810,ASDG,A S D GROUP INC,ASDG,A,R,15467,8710,00198810,,,,,
87375,4/28/2000,,3,00207W10,ASDS,A S D SYSTEMS INC,ASDS,A,R,17334,7372,04349Y10,,,,,
89356,11/30/2006,,3,00208W10,TRMD,A S DAMPSKIBSSELSKABET TORM,TRMD,A,R,42999,4412,89107220,,44,441,,
83623,6/30/2004,6/29/2006,3,Y0251610,ASTSF,A S E TEST LTD,ASTSF,A,R,14695,3670,Y0251610,,,,,
68806,8/29/1975,,3,00205110,ASGN,A S G INDUSTRIES INC,,A,R,100,3211,00105410,,,,,
84720,4/30/1998,,3,00206F10,ASIS,A S I SOLUTIONS INC,ASIS,A,R,15437,8980,00206F10,,,,,
10429,12/31/1987,,3,00190310,ASKI,A S K COMPUTER SYSTEMS INC,ASKI,A,R,5118,7372,00190310,,,,,
13793,12/29/1989,,3,00206E10,ASKQ,A S K CORP,ASKC,A,R,246,3430,00206E20,,,,,
11077,10/31/2002,,3,N0704510,ASMI,A S M INTERNATIONAL N V,ASMI,A,R,374,3674,N0704510,,,,,
81472,5/29/2009,,3,N0705918,ASML,A S M L HOLDING N V,ASML,A,R,13621,3559,N0705921,,,,,
81472,6/30/2000,,3,N0705911,ASML,A S M LITHOGRAPHY HOLDING N V,ASML,A,R,13621,3559,N0705921,,,,,
28644,10/29/1971,,2,00206010,ASP,A S P R O INC,,A,R,23558,3714,26816310,,,,,
75114,1/31/1996,,2,00193220,ASR,A S R INVESTMENTS CORP,,A,R,20100,6798,00193220,,,,,
85041,4/28/1989,,3,00190710,ASTA,A S T RESEARCH INC,ASTA,A,R,7357,3570,00190710,,,,,
16700,5/31/2017,12/29/2017,3,00215L10,ASV,A S V HOLDINGS INC,ASV,A,R,55934,9999,00215L10,,,,,
80798,2/28/1995,,3,00196310,ASVI,A S V INC,ASVI,A,R,13255,3530,00196310,,,,,
71239,2/28/1990,,2,00206210,ATW,A T & E CORP,,A,R,5894,3661,00206210,,,,,
85701,2/28/2001,,3,00207Q20,ATTC,A T & T CANADA INC,ATTC,A,R,15869,4810,00207Q20,,,,,
79462,3/31/1994,,1,00206J10,TCC,A T & T CAPITAL CORP,,A,R,28959,7359,00206J10,,,,,
86747,7/31/2001,,1,00195730,LMG,A T & T CORP,,A,R,20103,4813,00195730,,,,,
66093,8/31/2007,,1,00206R10,T,A T & T INC,T,A,R,21645,4813,00206R10,,,,,
88502,8/30/2002,,3,04649A10,ATTL,A T & T LATIN AMERICA CORP,ATTL,A,R,38404,4813,04649A10,,,,,
89001,2/27/2004,,1,00209A10,AWE,A T & T WIRELESS SVCS INC,AWE,A,R,41670,4812,00209A10,,,,,
79149,11/29/2002,,3,00209H10,ATAH,A T A HOLDINGS CORP,ATAH,A,R,12123,4520,00209H10,,,,,
92520,9/30/2010,,3,00211V10,ATAI,A T A INC,ATAI,A,R,52917,8200,00211V10,,,,,
10386,12/31/1997,,3,00206M10,ATCT,A T C COMMUNICATIONS GROUP INC,ATCT,A,R,8302,2730,00760B10,,27,273,,
10386,2/28/1997,,3,00206M10,ATCT,A T C COMMUNICATIONS INC,ATCT,A,R,8302,2730,00760B10,,27,273,,
10011,11/30/1995,,3,00206710,ATCE,A T C ENVIRONMENTAL INC,ATCE,A,R,9813,7390,00206710,,,,,
10011,11/29/1996,,3,00206710,ATCS,A T C GROUP SERVICES INC,ATCS,A,R,9813,7390,00206710,,,,,
75433,12/29/2006,,2,00209C10,AHN,A T C HEALTHCARE INC,AHN,A,R,6387,8099,00209C10,,80,809,,
76545,8/31/1994,9/25/1994,3,00207B20,ATCI,A T C II INC,ATCID,A,R,28930,7820,00207B20,,,,,
76545,9/30/1991,,3,00207B10,ATCI,A T C INC,ATCI,A,R,28930,7820,00207B20,,,,,
84291,10/31/2008,,3,00211W10,ATAC,A T C TECHNOLOGY CORP,ATAC,A,R,15233,3714,00211W10,,,,,
89761,1/31/2012,5/1/2012,2,00213J10,ATC,A T C VENTURES GROUP INC,ATC,A,R,44123,3714,00213J10,,,,,
78868,9/30/1997,,3,00206X10,ATEC,A T E C GROUP INC,ATEC,A,R,11959,8082,46058810,,,,,
55335,6/28/1985,,3,00206810,ATEE,A T E ENTERPRISES INC,ATEE,A,R,1911,7390,00206810,,,,,
86049,9/29/2000,,3,00206P10,ATGC,A T G INC,ATGC,A,R,16092,4950,00206P10,,,,,
28652,2/26/1982,,2,00207310,ATQ,A T I INC N Y,,A,R,23559,2830,04244910,,,,,
10287,9/30/1986,,3,00207510,ATIM,A T I MEDICAL INC,ATIM,A,R,8209,7394,00207510,,,,,
28652,10/31/1990,,3,00207310,ATPH,A T I PHARMACEUTICALS INC,ATPH,A,R,23559,2830,04244910,,,,,
86418,8/31/2001,,3,00194110,ATYT,A T I TECHNOLOGIES INC,ATYT,A,R,16325,5040,00194110,,,,,
84598,4/30/1998,,3,00207M10,ATLPA,A T L PRODUCTS INC,ATLPA,A,R,15375,3570,00207M10,,,,,
11000,1/30/1998,,3,00207N10,ATLI,A T L ULTRASOUND INC,ATLI,A,R,8872,3840,00207N10,,,,,
10385,1/30/1987,,3,00207910,ATNN,A T N INC,ATNN,A,R,8303,7310,00208L10,,,,,
77090,10/31/2017,,3,00215F10,ATNI,A T N INTERNATIONAL INC,ATNI,A,R,11204,4813,00215F10,,,,,
10385,6/28/1991,,3,00208L10,ATNN,A T N N INC,ATNN,A,R,8303,7310,00208L10,,,,,
45102,6/30/1971,,1,00208010,ATO,A T O INC,,A,R,1728,3560,81002220,,,,,
88906,7/30/2010,,3,00208J10,ATPG,A T P OIL & GAS CORP,ATPG,A,R,41266,1311,00208J10,,,,,
83325,12/31/1996,,2,00194710,ATJ,A T PLASTICS INC,,A,R,31403,2821,00194710,,,,,
79472,7/31/2015,,3,04964A10,ATRM,A T R M HOLDINGS INC,ATRM,A,R,12345,3825,04964A10,,,,,
93197,2/29/2012,,2,00211E10,ATSC,A T S CORP,ATSC,A,R,53316,7373,00211E10,,,,,
87577,1/31/2002,1/14/2003,2,00209G10,AI,A T S I COMMUNICATIONS INC,AI,A,R,36756,4813,00209G10,,,,,
76367,3/31/2003,,3,00208310,ATSI,A T S MEDICAL INC,ATSI,A,R,10639,3840,00208310,,,,,
75771,2/28/1991,,3,00208410,ATSM,A T S MONEY SYSTEMS INC,ATSM,A,R,10205,3570,00208410,,,,,
77562,7/31/1992,,3,00208N10,ATTNF,A T T N AVECA ENTERTAINMENT CORP,ATTNF,A,R,9670,4840,03028R10,,,,,
10480,11/30/1983,,3,00209510,ATVS,A T V SYSTEMS INC,ATVS,A,R,6509,3573,00209510,,,,,
89446,8/30/2002,,3,00211310,COMM,A T X COMMUNICATIONS INC,COMM,A,R,34872,4813,00211310,552,,,,
89398,10/30/2009,,1,00225510,AUO,A U OPTRONICS CORP,AUO,A,R,43150,3674,00225510,,36,367,,
21549,10/31/1980,,2,00228010,AVC,A V C CORP,,A,R,23079,3999,00228010,,,,,
93301,8/31/2011,,3,05358810,AVEO,A V E O PHARMACEUTICALS INC,AVEO,A,R,53366,9999,05358810,,,,,
13255,12/31/2015,,1,N0783110,AVG,A V G TECHNOLOGIES N V,AVG,A,R,53991,7372,N0783110,,,,,
16030,6/30/2014,,3,00234P10,AVHI,A V HOMES INC,AVHI,A,R,421,6552,00234P10,,,,,
85002,12/31/2002,,3,00234610,AVII,A V I BIOPHARMA INC,AVII,A,R,15507,2834,80360710,,,,,
84157,1/31/1997,,2,00234810,AV,A V I C GROUP INTL INC,,A,R,31783,4813,88144820,,,,,
56899,4/30/1973,,3,00244010,,A V X CERAMICS CORP,,A,R,25544,3675,00244010,,,,,
56899,6/28/1974,,2,00244010,AVX,A V X CORP,,A,R,25544,3675,00244010,,,,,
81912,7/31/1998,,1,00244410,AVX,A V X CORP NEW,,A,R,30930,3674,00244410,,,,,
10496,5/29/1981,,3,00244810,AWCSA,A W COMPUTER SYSTEMS INC,,A,R,422,7372,00244810,,,,,
77815,10/29/1999,,1,00245110,AXF,A X A FINANCIAL INC,,A,R,29527,6311,00245110,,,,,
83589,11/29/1996,,1,05453610,AXA,A X A SA,,A,R,31653,6311,05453610,,,,,
83589,9/29/2000,,1,05453610,AXA,A X A UAP,,A,R,31653,6311,05453610,,,,,
90060,4/30/2004,,2,00245710,AXJ,A X M PHARMA INC,AXJ,A,R,44964,7375,00245710,,,,,
82168,5/30/2003,,2,00245810,AXO,A X S ONE INC,AXO,A,R,13959,7372,00245810,,,,,
86051,9/30/2010,,3,00246W10,AXTI,A X T INC,AXTI,A,R,16121,3674,00246W10,,,,,
80413,9/30/1999,,2,05477410,AZC,A Z C O MINING INC,,A,R,30379,1021,05477410,,,,,
49648,4/30/1981,,2,00245510,AZL,A Z L RESOURCES INC,,A,R,25078,211,00245510,,,,,
16126,8/29/2014,,1,00247410,AZZ,A Z Z INC,AZZ,A,R,430,3641,00247410,,36,364,,
14495,5/31/2017,,1,00212110,ATEN,A10 NETWORKS INC,ATEN,A,R,54756,3695,00212110,,,,,
93037,6/30/2010,,3,03739T10,AONE,A123 SYSTEMS INC,AONE,A,R,53217,9999,03739T10,,,,,
90873,8/31/2005,10/9/2005,3,00106910,SWAT,A4S SECURITY INC,SWAT,A,R,47025,7373,71337210,,,,,
83918,4/29/2005,4/15/2005,3,00252W10,AAII,AAIPHARMA INC,AAIIE,A,R,14965,8071,00252W10,520,,,,
77162,4/28/1995,,3,00253A10,AAMS,AAMES FINANCIAL CORP,AAMS,A,R,11230,6162,00253A30,,,,,
90429,5/31/2005,,1,00253G10,AIC,AAMES INVESTMENT CORP MD,AIC,A,R,45856,6798,00253G10,,,,,
76868,12/30/1994,,3,00036020,AAON,AAON INC,AAON,A,R,10817,3580,00036020,,,,,
10509,3/31/1976,,3,00253010,AARN,AARON BROS CORP,,A,R,8,2499,00253010,,24,249,,
10921,3/31/1988,,3,00253D10,AARN,AARON BROTHERS ART MARTS INC,AARN,A,R,8798,5990,00253D10,,,,,
78049,12/31/2001,,1,00253520,RNT,AARON RENTS INC,,A,R,5674,5722,00253520,,,,,
10517,8/31/2009,,1,00253530,AAN,AARONS INC,AANA,A,R,5674,7359,00253530,,,,,
10525,12/31/1979,,3,00253610,ARON,AARONSON BROTHERS STORES CO,,A,R,346,5651,00253610,,,,,
80919,7/31/1995,,3,00253810,ASHE,AASCHE TRANSPORTATION SVCS INC,ASHE,A,R,13325,4210,04362T10,,,,,
84511,1/29/1999,,3,00253U10,ASTM,AASTROM BIOSCIENCES INC,ASTM,A,R,15314,2834,92346J10,,,,,
82807,11/30/1998,,3,00253910,AATT,AAVID THERMAL TECHNOLOGIES INC,AATT,A,R,14320,3670,00253910,,,,,
82662,4/30/1997,,3,00291910,ABACF,ABACAN RESOURCE CORP NEW,ABACF,A,R,14185,1310,00291910,,,,,
83920,4/30/1998,,3,00255310,ABDR,ABACUS DIRECT CORP,ABDR,A,R,14979,7330,00255310,,,,,
21442,1/31/1963,,1,,ABJ,ABACUS FUND,,A,R,23069,6723,00255410,,,,,
21442,9/30/1970,,1,00255410,ABJ,ABACUS FUND INC DE,,A,R,23069,6723,00255410,,,,62236,1920
75721,8/31/2007,,3,00256410,ABIX,ABATIX CORP,ABIX,A,R,10133,5190,00256410,,51,519,,
75721,5/31/1991,,3,00256410,ABIX,ABATIX ENVIRONMENTAL CORP,ABIX,A,R,10133,5190,00256410,,,,,
77279,4/30/2002,,3,00256710,ABAX,ABAXIS INC,ABAX,A,R,11309,3840,00256710,,,,,
77360,4/30/1992,,3,00278610,ABBY,ABBEY HEALTHCARE GROUP INC,ABBY,A,R,11367,8090,00278610,,80,809,,
41363,2/26/1965,,2,,ABB,ABBEY RENTS,,A,R,24532,5090,00299190,,,,,
20482,7/29/1988,,1,00282410,ABT,ABBOTT LABORATORIES,,A,R,20017,5047,00282410,,,,,
20482,4/30/1962,,1,,,ABBOTT LABS,,A,R,20017,5047,00282410,,,,,
13721,10/30/2015,,1,00287Y10,ABBV,ABBVIE INC,ABBV,A,R,54287,2834,00287Y10,,,,,
11609,12/31/1990,,3,00287910,LARY,ABCO ICE CREAM INC,LARY,A,R,9433,2020,00287910,,,,,
14236,12/31/2013,,3,00289R20,ABGB,ABENGOA S A,ABGB,A,R,54599,9999,00289R20,,,,,
14687,8/31/2015,,3,G0034910,ABY,ABENGOA YIELD PLC,ABY,A,R,54880,4911,G0751N10,,,,,
87656,4/29/2016,,3,00289Y10,ABEO,ABEONA THERAPEUTICS INC,ABEO,A,R,36949,8731,00289Y10,,,,,
78701,2/28/2006,,3,00289310,ABER,ABER DIAMOND CORP,ABER,A,R,26102,1499,25728710,,,,,
78701,5/31/1989,,3,00291110,ABERF,ABER RESOURCES LTD,ABERF,A,R,26102,1499,25728710,,,,,
78701,9/30/1999,,3,00291610,ABERF,ABER RESOURCES LTD NEW,ABERF,A,R,26102,1499,25728710,,,,,
83976,8/31/2011,,1,00289620,ANF,ABERCROMBIE & FITCH CO,ANF,A,R,22200,5651,00289620,,,,,
69366,5/31/2007,,2,00300910,FAX,ABERDEEN ASIA PACIFIC INCOME FD,FAX,A,R,20709,6726,00300910,,67,672,,
68427,5/31/2017,,2,00301110,IAF,ABERDEEN AUSTRALIA EQUITY FD INC,IAF,A,R,20708,6726,00301110,,,,,
75809,2/29/2016,,2,00301W10,CH,ABERDEEN CHILE FUND INC,CH,A,R,22105,6722,00301W10,,,,,
77458,9/28/2001,,1,00301310,FCO,ABERDEEN COMMONWEALTH INCOME FD,,A,R,29454,6726,00301310,,,,,
80081,6/30/2010,,2,00301T10,ETF,ABERDEEN EMERG MKTS TEL FD INC,ETF,A,R,30071,6726,00301T10,,,,,
80081,5/30/2014,,2,00301T10,ETF,ABERDEEN EMG MTS SM CO OP FD INC,ETF,A,R,30071,6726,00301T10,,,,,
80081,8/31/2011,,2,00301T10,ETF,ABERDEEN EMRG MKTS TELE & INF FD,ETF,A,R,30071,6726,00301T10,,,,,
77458,5/31/2007,,2,00301310,FCO,ABERDEEN GLOBAL INCOME FD INC,FCO,A,R,29454,6726,00301310,,,,,
77816,12/31/2014,,1,00303110,GCH,ABERDEEN GREATER CHINA FUND INC,GCH,A,R,29529,6726,00303110,,,,,
12514,12/29/2017,12/29/2017,1,00305710,ACP,ABERDEEN INCOME CREDIT STRATS FD,ACP,A,R,53646,6726,00305710,100,,,,
76117,10/30/2015,,2,00305P10,IF,ABERDEEN INDONESIA FUND INC,IF,A,R,26042,6726,00305P10,,,,,
78012,3/31/2014,,2,00301L10,ISL,ABERDEEN ISRAEL FUND INC,ISL,A,R,29605,6726,00301L10,,,,,
77860,1/30/2015,,1,00306J10,JEQ,ABERDEEN JAPAN EQUITY FUND INC,JEQ,A,R,29552,6726,00306J10,,,,,
76244,7/31/2012,,2,00306K10,LAQ,ABERDEEN LATIN AMERICA EQUITY FD,LAQ,A,R,26093,6726,00306K10,,,,,
50526,1/31/1979,,2,00306810,AMC,ABERDEEN MANUFACTURING CORP,,A,R,25132,2391,00306810,,,,,
28660,4/30/1971,,2,00323010,APT,ABERDEEN PETROLEUM CORP,,A,R,23561,1311,00323010,,,,,
76246,4/28/2017,,1,00324410,SGF,ABERDEEN SINGAPORE FUND INC,SGF,A,R,26095,6726,00324410,,,,,
10030,12/31/1968,,1,,ABK,ABEX CORP,,A,R,22160,3310,00338690,200,,,,
77813,6/30/1993,,1,00338710,ABE,ABEX INC,,A,R,29520,3728,00338710,,,,,
86235,5/31/2001,,3,00339B10,ABGX,ABGENIX INC,ABGX,A,R,16195,2836,00339B10,,,,,
83729,1/31/2003,,3,00339010,AANB,ABIGAIL ADAMS NATL BANCORP INC,AANB,A,R,14811,6020,00339010,,,,,
14421,2/29/2016,,3,G8789K10,ABIL,ABILITY INC,ABIL,A,R,54678,9999,G8789K10,,,,,
10341,7/31/1992,,3,00350710,ABBK,ABINGTON BANCORP INC,ABBK,A,R,8264,6030,00350P10,,,,,
10341,5/31/2000,,3,00350P10,ABBK,ABINGTON BANCORP INC NEW,ABBK,A,R,8264,6030,00350P10,,,,,
90467,7/31/2009,,3,00350L10,ABBC,ABINGTON BANCORP INC PA,ABBC,A,R,45990,6036,00350L10,,,,,
90467,1/31/2005,6/27/2007,3,00350R10,ABBC,ABINGTON CMNTY BANCORP INC,ABBC,A,R,45990,6036,00350L10,,,,,
10341,4/30/1993,,3,00358610,ABBK,ABINGTON SAVINGS BANK,ABBK,A,R,8264,6030,00350P10,,,,,
10341,6/30/1987,,3,00358510,ABBK,ABINGTON SAVINGS BANK MASS,ABBK,A,R,8264,6030,00350P10,,,,,
75107,3/31/1989,,2,00365410,ABD,ABIOMED INC,,A,R,20018,3840,00365410,,,,,
10560,7/31/2000,,1,00392410,ABY,ABITIBI CONSOLIDATED INC,,A,R,20019,2621,00392410,,26,262,,
10560,3/31/1993,,1,00368010,ABY,ABITIBI-PRICE INC,,A,R,20019,2621,00392410,,,,,
66130,11/28/2008,,1,00368710,ABH,ABITIBIBOWATER INC,ABH,A,R,20325,2621,00368710,,,,,
86952,1/31/2000,,3,00370910,ABLE,ABLE ENERGY INC,ABLE,A,R,16599,5980,00370910,,,,,
89559,12/31/2002,,3,00371N40,ABRX,ABLE LABORATORIES INC,ABRX,A,R,10716,2835,00371N40,,,,,
80220,10/31/2000,,3,00371230,ABTE,ABLE TELECOM HOLDING CORP,ABTE,A,R,12887,4810,00371230,582,,,,
88278,11/30/2000,,2,00371F20,AAC,ABLEAUCTIONS COM INC,,A,R,37657,7389,43858620,,,,,
41444,9/30/2003,,2,00371W10,AIH,ABLEST INC,AIH,A,R,876,8742,00371W10,,,,,
16973,10/31/2017,12/29/2017,3,00372Y10,ABLX,ABLYNX N V,ABLX,A,R,56088,9999,00372Y10,,,,,
10066,2/28/1985,,3,00077510,ABMC,ABM COMPUTER SYS,ABMC,A,R,6331,7373,35472720,,,,,
86795,10/31/2000,,3,00373610,BOUT,ABOUT COM INC,BOUT,A,R,35020,7370,00373610,,,,,
10695,6/28/1991,7/11/1991,3,00373810,ABVE,ABOVE TECHNOLOGIES INC,ABVEE,A,R,8597,7370,00373810,,,,,
